"","MODEL","SCENARIO","REGION","VARIABLE","UNIT","Year","value"
"6355873","BET","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,1021.67855624046
"6355881","BET","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6355999","BET","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,2734.47330726714
"6356007","BET","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6356020","BET","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,1997.14776855654
"6356028","BET","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6356041","BET","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,1507.42497788918
"6356049","BET","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6356062","BET","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,1683.15341637387
"6356070","BET","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6358097","DNE21+ V.14","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,632.910388238229
"6358110","DNE21+ V.14","R5B0","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6358325","DNE21+ V.14","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,341.093749852914
"6358338","DNE21+ V.14","R5B0","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6358363","DNE21+ V.14","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,609.160977470843
"6358376","DNE21+ V.14","R5B0","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6358401","DNE21+ V.14","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,428.921954162117
"6358414","DNE21+ V.14","R5B0","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6358439","DNE21+ V.14","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,141.663252307464
"6358452","DNE21+ V.14","R5B0","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6365507","DNE21+ V.14","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,632.910388238229
"6365520","DNE21+ V.14","R5B0LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6365735","DNE21+ V.14","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,341.093749852914
"6365748","DNE21+ V.14","R5B0LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6365773","DNE21+ V.14","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,609.160977470843
"6365786","DNE21+ V.14","R5B0LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6365811","DNE21+ V.14","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,428.921954162117
"6365824","DNE21+ V.14","R5B0LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6365849","DNE21+ V.14","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,141.663252307464
"6365862","DNE21+ V.14","R5B0LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6366989","DNE21+ V.14","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,646.27766338517
"6367002","DNE21+ V.14","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,24.36215184
"6367217","DNE21+ V.14","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,341.093749852914
"6367230","DNE21+ V.14","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,8.39118456
"6367255","DNE21+ V.14","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,609.160977470843
"6367268","DNE21+ V.14","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,2.22067872
"6367293","DNE21+ V.14","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,428.921954162117
"6367306","DNE21+ V.14","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.43877664
"6367331","DNE21+ V.14","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,141.663252307464
"6367344","DNE21+ V.14","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6371435","DNE21+ V.14","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,644.866022426551
"6371448","DNE21+ V.14","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,43.52094864
"6371663","DNE21+ V.14","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,346.368815315975
"6371676","DNE21+ V.14","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,28.75117428
"6371701","DNE21+ V.14","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,615.537702882273
"6371714","DNE21+ V.14","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,6.12654444
"6371739","DNE21+ V.14","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,429.036653764414
"6371752","DNE21+ V.14","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,1.28827836
"6371777","DNE21+ V.14","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,141.663252307464
"6371790","DNE21+ V.14","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6380327","DNE21+ V.14","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,647.344993243709
"6380340","DNE21+ V.14","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,51.91045848
"6380555","DNE21+ V.14","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,402.500174375714
"6380568","DNE21+ V.14","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,40.95067212
"6380593","DNE21+ V.14","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,735.855939043144
"6380606","DNE21+ V.14","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,27.75764664
"6380631","DNE21+ V.14","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,428.921954162117
"6380644","DNE21+ V.14","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,3.39047064
"6380669","DNE21+ V.14","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,141.663252307464
"6380682","DNE21+ V.14","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6392183","DNE21+ V.14","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,632.910388238229
"6392196","DNE21+ V.14","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,27.98164044
"6392411","DNE21+ V.14","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,341.093749852914
"6392424","DNE21+ V.14","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,38.82712716
"6392449","DNE21+ V.14","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,609.08764413751
"6392462","DNE21+ V.14","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,35.9373978
"6392487","DNE21+ V.14","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,428.921954162117
"6392500","DNE21+ V.14","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,11.5848756
"6392525","DNE21+ V.14","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,141.663252307464
"6392538","DNE21+ V.14","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,9.66857724
"6393665","DNE21+ V.14","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,667.194899035632
"6393678","DNE21+ V.14","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,57.21764616
"6393893","DNE21+ V.14","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,524.088104227364
"6393906","DNE21+ V.14","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,57.84106068
"6393931","DNE21+ V.14","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,755.434230082544
"6393944","DNE21+ V.14","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,35.74773576
"6393969","DNE21+ V.14","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,527.580577806789
"6393982","DNE21+ V.14","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,17.73989028
"6394007","DNE21+ V.14","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,141.663252307464
"6394020","DNE21+ V.14","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6397837","FARM 3.1","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,-13.0895414350581
"6397854","FARM 3.1","R5B0","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.000192
"6398095","FARM 3.1","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,10.0648477131383
"6398112","FARM 3.1","R5B0","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,9.6e-05
"6398138","FARM 3.1","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,23.8451112411705
"6398155","FARM 3.1","R5B0","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,9.6e-05
"6398181","FARM 3.1","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,50.6691687434254
"6398198","FARM 3.1","R5B0","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.000168
"6398224","FARM 3.1","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,-31.5605438582953
"6398241","FARM 3.1","R5B0","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,1.25001588474596
"6400461","FARM 3.1","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,0.0788310317067247
"6400478","FARM 3.1","R5B0LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.000192
"6400719","FARM 3.1","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,5.87915793223743
"6400736","FARM 3.1","R5B0LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,9.6e-05
"6400762","FARM 3.1","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,7.11589981241217
"6400779","FARM 3.1","R5B0LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,9.6e-05
"6400805","FARM 3.1","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,0.597140249949043
"6400822","FARM 3.1","R5B0LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.000168
"6400848","FARM 3.1","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,-14.1436980242503
"6400865","FARM 3.1","R5B0LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.00284125732304993
"6401773","FARM 3.1","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,-14.3456782132802
"6401790","FARM 3.1","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.000192
"6402031","FARM 3.1","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,10.1465238041478
"6402048","FARM 3.1","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,9.6e-05
"6402074","FARM 3.1","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,23.7730911382727
"6402091","FARM 3.1","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,9.6e-05
"6402117","FARM 3.1","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,51.7343201486493
"6402134","FARM 3.1","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.000168566097508641
"6402160","FARM 3.1","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,63.9087064380648
"6402177","FARM 3.1","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,45.2443365358837
"6404397","FARM 3.1","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,-13.3611182511397
"6404414","FARM 3.1","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.000192342031203475
"6404655","FARM 3.1","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,34.7306404493185
"6404672","FARM 3.1","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,6.79640744390528
"6404698","FARM 3.1","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,23.8681784146694
"6404715","FARM 3.1","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.00010310805100141
"6404741","FARM 3.1","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,39.4711978679864
"6404758","FARM 3.1","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,14.0053544887176
"6404784","FARM 3.1","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,29.199302062832
"6404801","FARM 3.1","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,68.7441067470125
"6407021","FARM 3.1","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,-12.7538754920862
"6407038","FARM 3.1","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.00019406862499048
"6407279","FARM 3.1","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,39.4923879828729
"6407296","FARM 3.1","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,16.12892165769
"6407322","FARM 3.1","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,23.9989043049148
"6407339","FARM 3.1","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.000109503083688772
"6407365","FARM 3.1","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,128.621194865007
"6407382","FARM 3.1","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,32.628107024667
"6407408","FARM 3.1","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,44.5747062584514
"6407425","FARM 3.1","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,85.1411286875975
"6409645","FARM 3.1","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,-5.32552617009661
"6409662","FARM 3.1","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.000195003411750078
"6409903","FARM 3.1","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,17.5995108246425
"6409920","FARM 3.1","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,19.1641130738597
"6409946","FARM 3.1","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,7.66752939955572
"6409963","FARM 3.1","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.000113707582765471
"6409989","FARM 3.1","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,55.6826011065802
"6410006","FARM 3.1","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,34.1124367880106
"6410032","FARM 3.1","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,9.04216963117057
"6410049","FARM 3.1","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,76.8841066946815
"6410957","FARM 3.1","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,-12.0189785749187
"6410974","FARM 3.1","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.000195919840461475
"6411215","FARM 3.1","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,41.8571469732211
"6411232","FARM 3.1","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,24.6006326523841
"6411258","FARM 3.1","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,24.1855229020339
"6411275","FARM 3.1","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0.000118339130699335
"6411301","FARM 3.1","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,175.411336621798
"6411318","FARM 3.1","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,51.2762545507004
"6411344","FARM 3.1","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,62.1917828537464
"6411361","FARM 3.1","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,102.369174392533
"6424132","GCAM_EMF33","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,333.583913862132
"6424184","GCAM_EMF33","R5B0","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6424690","GCAM_EMF33","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,323.291573086934
"6424742","GCAM_EMF33","R5B0","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6424783","GCAM_EMF33","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,968.821163244357
"6424835","GCAM_EMF33","R5B0","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6424876","GCAM_EMF33","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,-174.847105708518
"6424928","GCAM_EMF33","R5B0","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6424969","GCAM_EMF33","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,-103.352248988284
"6425021","GCAM_EMF33","R5B0","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6433869","GCAM_EMF33","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,-49.2880372544342
"6433921","GCAM_EMF33","R5B0LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6434427","GCAM_EMF33","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,203.897929229115
"6434479","GCAM_EMF33","R5B0LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6434520","GCAM_EMF33","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,310.790618864242
"6434572","GCAM_EMF33","R5B0LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6434613","GCAM_EMF33","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,-588.598261527121
"6434665","GCAM_EMF33","R5B0LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6434706","GCAM_EMF33","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,-320.410686058861
"6434758","GCAM_EMF33","R5B0LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,0
"6435806","GCAM_EMF33","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,276.629428241661
"6435858","GCAM_EMF33","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,5.3492471157196
"6436364","GCAM_EMF33","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,226.919065253024
"6436416","GCAM_EMF33","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,1.115970745629
"6436457","GCAM_EMF33","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,858.025884344069
"6436509","GCAM_EMF33","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,2.771774577013
"6436550","GCAM_EMF33","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,-10.6005084661684
"6436602","GCAM_EMF33","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,11.2399555572936
"6436643","GCAM_EMF33","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,-87.2537497534916
"6436695","GCAM_EMF33","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,1.1389778374
"6441643","GCAM_EMF33","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,424.647383394253
"6441695","GCAM_EMF33","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,16.178894703072
"6442201","GCAM_EMF33","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,275.190519504136
"6442253","GCAM_EMF33","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,3.39891255496
"6442294","GCAM_EMF33","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,875.314599098187
"6442346","GCAM_EMF33","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,7.84288837058
"6442387","GCAM_EMF33","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,226.214833334873
"6442439","GCAM_EMF33","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,29.9916568173669
"6442480","GCAM_EMF33","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,-38.1934685032255
"6442532","GCAM_EMF33","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,3.4854772574
"6447480","GCAM_EMF33","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,549.144061371102
"6447532","GCAM_EMF33","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,26.845330299483
"6448038","GCAM_EMF33","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,310.681687481686
"6448090","GCAM_EMF33","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,5.65016911689
"6448131","GCAM_EMF33","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,898.507003046934
"6448183","GCAM_EMF33","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,12.36157181028
"6448224","GCAM_EMF33","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,310.16113703386
"6448276","GCAM_EMF33","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,46.808410528487
"6448317","GCAM_EMF33","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,-12.8291057763941
"6448369","GCAM_EMF33","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,5.8710983093
"6457217","GCAM_EMF33","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,60.8609321044446
"6457269","GCAM_EMF33","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,20.059971860701
"6457775","GCAM_EMF33","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,403.950398238731
"6457827","GCAM_EMF33","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,3.98871429908
"6457868","GCAM_EMF33","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,336.169306581717
"6457920","GCAM_EMF33","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,8.92713778144
"6457961","GCAM_EMF33","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,-269.5415129375
"6458013","GCAM_EMF33","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,38.769825080584
"6458054","GCAM_EMF33","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,-382.914814856565
"6458106","GCAM_EMF33","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,5.3389657803
"6459154","GCAM_EMF33","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,749.973433791835
"6459206","GCAM_EMF33","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,36.617329707972
"6459712","GCAM_EMF33","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,378.968663327252
"6459764","GCAM_EMF33","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,7.69524522656
"6459805","GCAM_EMF33","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,954.701581130621
"6459857","GCAM_EMF33","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,16.213849028
"6459898","GCAM_EMF33","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,511.612829591607
"6459950","GCAM_EMF33","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,62.010392575713
"6459991","GCAM_EMF33","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2050,25.0895173381429
"6460043","GCAM_EMF33","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2050,8.084631836
"6464732","GLOBIOM","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2050,-39.9671594822761
"6464794","GLOBIOM","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2050,1475.36979216458
"6464812","GLOBIOM","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2050,1663.74264574787
"6464826","GLOBIOM","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2050,40.0812038911896
